CustomerID,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_sum,segment
13645,120,1,19.9,2,1,1,211,4,At Risk
13647,10,4,240.56,4,3,3,433,10,Champions
13649,257,1,15.299999999999999,1,1,1,111,3,At Risk
13650,17,6,461.92,4,4,4,444,12,Champions
13652,46,2,170.68,3,2,3,323,8,Potential
13654,43,5,442.94,3,4,4,344,11,Champions
13655,114,2,190.16,2,2,3,223,7,At Risk
13656,165,2,62.120000000000005,1,2,2,122,5,At Risk
13657,11,2,22.8,4,2,1,421,7,Other
13658,10,4,244.46,4,3,3,433,10,Champions
13659,206,2,268.33,1,2,3,123,6,At Risk
13662,86,3,134.84,2,3,2,232,7,Other
13663,179,1,5.04,1,1,1,111,3,At Risk
13666,60,2,12.55,2,2,1,221,5,At Risk
13667,149,1,53.94,1,1,1,111,3,At Risk
13668,3,20,1273.81,4,4,4,444,12,Champions
13669,51,2,60.45,2,2,2,222,6,At Risk
13670,75,1,59.94,2,1,2,212,5,At Risk
13673,19,2,110.92,3,2,2,322,7,Other
13675,151,2,167.04000000000002,1,2,3,123,6,At Risk
13678,152,1,11.64,1,1,1,111,3,At Risk
13680,1,4,983.16,4,3,4,434,11,Champions
13681,18,4,177.88,4,3,3,433,10,Champions
13682,187,1,42.5,1,1,1,111,3,At Risk
13684,286,1,14.8,1,1,1,111,3,At Risk
13685,3,5,754.27,4,4,4,444,12,Champions
13686,183,1,8.5,1,1,1,111,3,At Risk
13689,63,1,358.0,2,1,4,214,7,At Risk
13690,59,1,32.7,2,1,1,211,4,At Risk
13692,25,2,324.90000000000003,3,2,3,323,8,Potential
13694,4,35,12112.59,4,4,4,444,12,Champions
13695,31,8,305.27,3,4,3,343,10,Champions
13697,39,1,48.32,3,1,1,311,5,Other
13699,155,1,63.6,1,1,2,112,4,At Risk
13700,26,10,495.38,3,4,4,344,11,Champions
13703,318,1,99.5,1,1,2,112,4,At Risk
13704,5,6,320.96999999999997,4,4,3,443,11,Champions
13705,8,2,99.36000000000001,4,2,2,422,8,Other
13706,303,1,41.10000000000001,1,1,1,111,3,At Risk
13707,267,2,110.44999999999999,1,2,2,122,5,At Risk
13708,271,1,88.42999999999999,1,1,2,112,4,At Risk
13709,4,9,1458.93,4,4,4,444,12,Champions
13710,32,1,23.28,3,1,1,311,5,Other
13711,219,1,88.19,1,1,2,112,4,At Risk
13712,247,1,15.0,1,1,1,111,3,At Risk
13715,281,2,123.44,1,2,2,122,5,At Risk
13716,269,1,25.849999999999998,1,1,1,111,3,At Risk
13717,32,6,204.66,3,4,3,343,10,Champions
13718,246,2,73.1,1,2,2,122,5,At Risk
13719,15,5,278.09000000000003,4,4,3,443,11,Champions
13720,117,3,118.1,2,3,2,232,7,Other
13721,36,1,127.94999999999999,3,1,2,312,6,Other
13722,132,3,437.44,2,3,4,234,9,Other
13723,217,1,19.75,1,1,1,111,3,At Risk
13725,50,6,215.95,3,4,3,343,10,Champions
13726,39,2,349.94,3,2,4,324,9,Potential
13727,29,2,103.85,3,2,2,322,7,Other
13728,37,6,187.70000000000002,3,4,3,343,10,Champions
13730,136,2,288.46999999999997,1,2,3,123,6,At Risk
13731,219,2,215.51999999999998,1,2,3,123,6,At Risk
13732,28,1,71.4,3,1,2,312,6,Other
13735,25,4,720.49,3,3,4,334,10,Champions
13736,5,2,84.36,4,2,2,422,8,Other
13737,200,1,46.45,1,1,1,111,3,At Risk
13740,241,1,30.479999999999997,1,1,1,111,3,At Risk
13741,72,3,153.21,2,3,3,233,8,Other
13742,17,10,569.51,4,4,4,444,12,Champions
13743,3,5,275.88,4,4,3,443,11,Champions
13744,95,2,301.48,2,2,3,223,7,At Risk
13745,162,1,111.72,1,1,2,112,4,At Risk
13748,96,4,215.14999999999998,2,3,3,233,8,Other
13750,54,3,467.07000000000005,2,3,4,234,9,Other
13751,288,1,169.2,1,1,3,113,5,At Risk
13752,155,5,204.57999999999998,1,4,3,143,8,Other
13753,288,1,63.89999999999999,1,1,2,112,4,At Risk
13754,317,1,45.3,1,1,1,111,3,At Risk
13755,4,9,520.77,4,4,4,444,12,Champions
13756,2,10,756.33,4,4,4,444,12,Champions
13758,39,4,423.65,3,3,4,334,10,Champions
13759,71,1,282.44,2,1,3,213,6,At Risk
13760,54,2,30.04,2,2,1,221,5,At Risk
13761,50,2,162.09,3,2,3,323,8,Potential
13762,219,1,30.0,1,1,1,111,3,At Risk
13763,63,1,281.52,2,1,3,213,6,At Risk
13764,71,3,154.43,2,3,3,233,8,Other
13767,26,27,2637.8,3,4,4,344,11,Champions
13769,2,8,729.26,4,4,4,444,12,Champions
13771,64,4,331.9,2,3,4,234,9,Other
13772,34,3,212.15,3,3,3,333,9,Potential
13774,82,1,62.349999999999994,2,1,2,212,5,At Risk
13777,9,16,4401.26,4,4,4,444,12,Champions
13778,103,1,27.25,2,1,1,211,4,At Risk
13780,7,2,62.31,4,2,2,422,8,Other
13781,251,1,37.83,1,1,1,111,3,At Risk
13782,13,6,227.92,4,4,3,443,11,Champions
13784,219,1,55.800000000000004,1,1,1,111,3,At Risk
13787,76,1,13.89,2,1,1,211,4,At Risk
13790,4,1,85.25999999999999,4,1,2,412,7,Other
13791,128,2,648.0,2,2,4,224,8,At Risk
13792,66,2,38.4,2,2,1,221,5,At Risk
13798,2,43,7441.82,4,4,4,444,12,Champions
13799,117,2,136.3,2,2,3,223,7,At Risk
13800,310,1,151.8,1,1,3,113,5,At Risk
13801,67,1,30.299999999999997,2,1,1,211,4,At Risk
13802,139,3,1114.98,1,3,4,134,8,Other
13803,255,1,57.7,1,1,1,111,3,At Risk
13804,31,6,374.92,3,4,4,344,11,Champions
13805,52,2,303.4,2,2,3,223,7,At Risk
13808,6,4,339.7,4,3,4,434,11,Champions
13819,302,3,241.8,1,3,3,133,7,Other
13821,145,2,77.69,1,2,2,122,5,At Risk
13822,40,1,93.59,3,1,2,312,6,Other
13823,19,2,341.55,3,2,4,324,9,Potential
13824,242,2,216.5,1,2,3,123,6,At Risk
13826,176,1,25.5,1,1,1,111,3,At Risk
13827,58,3,76.17999999999999,2,3,2,232,7,Other
13828,22,1,10.2,3,1,1,311,5,Other
13831,16,3,367.90999999999997,4,3,4,434,11,Champions
13832,19,1,19.799999999999997,3,1,1,311,5,Other
13833,159,1,97.7,1,1,2,112,4,At Risk
13835,25,4,160.18,3,3,3,333,9,Potential
13837,212,2,8.5,1,2,1,121,4,At Risk
13838,6,3,106.14999999999999,4,3,2,432,9,Loyal
13842,59,8,664.89,2,4,4,244,10,Champions
13844,11,1,111.10000000000001,4,1,2,412,7,Other
13846,25,2,158.85,3,2,3,323,8,Potential
13848,298,1,85.0,1,1,2,112,4,At Risk
13849,52,2,401.78,2,2,4,224,8,At Risk
13850,129,1,308.63,2,1,3,213,6,At Risk
13851,96,3,366.54,2,3,4,234,9,Other
13853,57,1,139.39999999999998,2,1,3,213,6,At Risk
13854,9,13,1337.65,4,4,4,444,12,Champions
13856,169,2,112.8,1,2,2,122,5,At Risk
13858,57,1,50.370000000000005,2,1,1,211,4,At Risk
13859,326,1,50.089999999999996,1,1,1,111,3,At Risk
13860,1,4,294.94,4,3,3,433,10,Champions
13862,18,8,390.55,4,4,4,444,12,Champions
13863,248,1,60.18,1,1,2,112,4,At Risk
13865,58,4,121.82,2,3,2,232,7,Other
13866,74,1,24.900000000000002,2,1,1,211,4,At Risk
13867,31,3,180.56,3,3,3,333,9,Potential
13868,39,1,108.05000000000001,3,1,2,312,6,Other
13869,123,3,608.28,2,3,4,234,9,Other
13870,2,8,563.33,4,4,4,444,12,Champions
13871,23,12,997.16,3,4,4,344,11,Champions
13873,120,1,47.7,2,1,1,211,4,At Risk
13875,54,5,442.64,2,4,4,244,10,Champions
13876,64,1,58.6,2,1,1,211,4,At Risk
13878,55,1,313.42,2,1,3,213,6,At Risk
13880,21,11,708.83,3,4,4,344,11,Champions
13881,25,12,2785.21,3,4,4,344,11,Champions
13882,3,5,284.74,4,4,3,443,11,Champions
13883,11,5,527.69,4,4,4,444,12,Champions
13884,7,3,171.5,4,3,3,433,10,Champions
13885,201,1,64.7,1,1,2,112,4,At Risk
13886,71,1,39.7,2,1,1,211,4,At Risk
13887,204,1,78.96000000000001,1,1,2,112,4,At Risk
13888,120,2,160.51,2,2,3,223,7,At Risk
13889,93,1,133.7,2,1,2,212,5,At Risk
13890,1,9,196.74,4,4,3,443,11,Champions
13892,64,1,105.4,2,1,2,212,5,At Risk
13893,298,1,84.80000000000001,1,1,2,112,4,At Risk
13894,24,2,65.4,3,2,2,322,7,Other
13895,28,4,539.74,3,3,4,334,10,Champions
13897,50,1,74.9,3,1,2,312,6,Other
13898,326,1,29.85,1,1,1,111,3,At Risk
13899,275,1,78.9,1,1,2,112,4,At Risk
13900,193,2,121.22,1,2,2,122,5,At Risk
13901,72,4,496.62,2,3,4,234,9,Other
13904,37,2,50.4,3,2,1,321,6,Other
13908,80,4,491.82,2,3,4,234,9,Other
13911,57,9,473.53999999999996,2,4,4,244,10,Champions
13914,12,1,67.86,4,1,2,412,7,Other
13917,50,2,17.04,3,2,1,321,6,Other
13918,50,2,106.30000000000001,3,2,2,322,7,Other
13923,54,1,98.42,2,1,2,212,5,At Risk
13924,2,5,337.24,4,4,4,444,12,Champions
13925,122,2,142.47,2,2,3,223,7,At Risk
13926,23,1,20.4,3,1,1,311,5,Other
13927,75,1,47.2,2,1,1,211,4,At Risk
13928,11,4,91.32,4,3,2,432,9,Loyal
13929,169,2,433.7,1,2,4,124,7,At Risk
13930,58,2,30.6,2,2,1,221,5,At Risk
13931,96,2,280.9,2,2,3,223,7,At Risk
13933,109,2,77.1,2,2,2,222,6,At Risk
13934,264,1,219.25,1,1,3,113,5,At Risk
13936,180,1,112.53999999999999,1,1,2,112,4,At Risk
13937,169,1,50.39999999999999,1,1,1,111,3,At Risk
13938,35,1,21.939999999999998,3,1,1,311,5,Other
13939,23,3,149.91,3,3,3,333,9,Potential
13940,17,4,141.54000000000002,4,3,3,433,10,Champions
13941,22,4,547.2,3,3,4,334,10,Champions
13946,202,2,131.39999999999998,1,2,2,122,5,At Risk
13947,65,1,19.799999999999997,2,1,1,211,4,At Risk
13949,3,6,454.94,4,4,4,444,12,Champions
13950,11,3,55.08,4,3,1,431,8,Loyal
13951,176,3,115.38,1,3,2,132,6,Other
13952,218,2,722.06,1,2,4,124,7,At Risk
13953,7,3,795.0,4,3,4,434,11,Champions
13954,1,2,176.5,4,2,3,423,9,Potential
13955,154,2,72.98,1,2,2,122,5,At Risk
13956,5,5,266.48,4,4,3,443,11,Champions
13959,79,2,86.96000000000001,2,2,2,222,6,At Risk
13960,21,1,24.660000000000004,3,1,1,311,5,Other
13962,246,1,15.299999999999999,1,1,1,111,3,At Risk
13963,308,3,45.2,1,3,1,131,5,Other
13967,146,1,45.0,1,1,1,111,3,At Risk
13969,7,16,1970.97,4,4,4,444,12,Champions
13971,19,8,467.36,3,4,4,344,11,Champions
13972,202,1,53.9,1,1,1,111,3,At Risk
13973,287,1,177.2,1,1,3,113,5,At Risk
13974,49,1,39.96,3,1,1,311,5,Other
13975,31,5,433.75,3,4,4,344,11,Champions
13978,45,1,63.32000000000001,3,1,2,312,6,Other
13979,73,1,227.0,2,1,3,213,6,At Risk
13980,60,1,91.66,2,1,2,212,5,At Risk
13982,39,3,325.34999999999997,3,3,3,333,9,Potential
13983,30,7,826.94,3,4,4,344,11,Champions
13984,325,1,11.8,1,1,1,111,3,At Risk
13985,4,14,1406.42,4,4,4,444,12,Champions
13986,17,1,58.129999999999995,4,1,1,411,6,Other
13988,20,6,661.74,3,4,4,344,11,Champions
13989,66,2,316.6,2,2,3,223,7,At Risk
13990,213,1,54.550000000000004,1,1,1,111,3,At Risk
13991,12,5,195.13,4,4,3,443,11,Champions
13992,30,1,20.0,3,1,1,311,5,Other
13993,43,8,541.28,3,4,4,344,11,Champions
13994,4,6,467.04,4,4,4,444,12,Champions
13995,56,4,217.43,2,3,3,233,8,Other
13999,10,9,565.58,4,4,4,444,12,Champions
14000,211,1,60.0,1,1,2,112,4,At Risk
14001,46,2,496.2,3,2,4,324,9,Potential
14002,134,2,70.28,2,2,2,222,6,At Risk
14004,43,7,1170.75,3,4,4,344,11,Champions
14005,10,5,697.36,4,4,4,444,12,Champions
14006,116,3,196.32,2,3,3,233,8,Other
14009,198,2,199.11,1,2,3,123,6,At Risk
14012,278,1,104.4,1,1,2,112,4,At Risk
14013,110,3,82.38,2,3,2,232,7,Other
14014,77,1,28.24,2,1,1,211,4,At Risk
14015,53,1,189.42000000000002,2,1,3,213,6,At Risk
14019,47,3,204.85,3,3,3,333,9,Potential
14020,17,2,119.05999999999999,4,2,2,422,8,Other
14021,155,3,218.85,1,3,3,133,7,Other
14022,225,1,64.86,1,1,2,112,4,At Risk
14023,7,2,110.5,4,2,2,422,8,Other
14024,122,2,66.15,2,2,2,222,6,At Risk
14027,61,1,10.2,2,1,1,211,4,At Risk
14029,63,1,25.5,2,1,1,211,4,At Risk
14030,18,6,297.68,4,4,3,443,11,Champions
14031,7,14,2504.68,4,4,4,444,12,Champions
14032,16,8,420.02,4,4,4,444,12,Champions
14034,22,2,66.69,3,2,2,322,7,Other
14035,29,4,275.12,3,3,3,333,9,Potential
14036,285,1,137.0,1,1,3,113,5,At Risk
14038,78,3,237.70000000000002,2,3,3,233,8,Other
14039,33,1,102.6,3,1,2,312,6,Other
14040,61,8,696.3,2,4,4,244,10,Champions
14041,266,1,11.8,1,1,1,111,3,At Risk
14044,27,4,118.19,3,3,2,332,8,Other
14047,9,2,113.1,4,2,2,422,8,Other
14048,305,1,95.47,1,1,2,112,4,At Risk
14049,17,4,1048.92,4,3,4,434,11,Champions
14050,32,2,184.73,3,2,3,323,8,Potential
14051,1,17,2509.8500000000004,4,4,4,444,12,Champions
14052,20,1,39.0,3,1,1,311,5,Other
14054,65,1,9.959999999999999,2,1,1,211,4,At Risk
14055,106,1,137.6,2,1,3,213,6,At Risk
14056,1,22,1618.46,4,4,4,444,12,Champions
14057,24,13,1146.01,3,4,4,344,11,Champions
14059,267,1,23.4,1,1,1,111,3,At Risk
14060,5,14,1500.9,4,4,4,444,12,Champions
14062,10,6,799.88,4,4,4,444,12,Champions
14064,29,5,218.70999999999998,3,4,3,343,10,Champions
14066,267,1,53.25,1,1,1,111,3,At Risk
14067,64,2,73.89999999999999,2,2,2,222,6,At Risk
14068,320,1,67.8,1,1,2,112,4,At Risk
14071,4,8,296.93,4,4,3,443,11,Champions
14073,32,1,30.939999999999998,3,1,1,311,5,Other
14075,5,3,222.11999999999998,4,3,3,433,10,Champions
14076,129,1,21.79,2,1,1,211,4,At Risk
14077,78,4,111.27000000000001,2,3,2,232,7,Other
14078,102,4,300.4,2,3,3,233,8,Other
14079,125,1,46.55,2,1,1,211,4,At Risk
14081,302,1,98.9,1,1,2,112,4,At Risk
14083,4,3,140.4,4,3,3,433,10,Champions
14085,2,14,761.33,4,4,4,444,12,Champions
14087,3,1,56.51,4,1,1,411,6,Other
14088,10,11,11812.27,4,4,4,444,12,Champions
14089,57,1,79.45,2,1,2,212,5,At Risk
14092,8,10,535.75,4,4,4,444,12,Champions
14093,12,1,91.35,4,1,2,412,7,Other
14096,4,17,13300.1,4,4,4,444,12,Champions
14098,37,1,18.259999999999998,3,1,1,311,5,Other
14099,16,10,591.8100000000001,4,4,4,444,12,Champions
14100,138,1,41.95,1,1,1,111,3,At Risk
14101,74,6,2191.9399999999996,2,4,4,244,10,Champions
14102,5,4,251.6,4,3,3,433,10,Champions
14104,154,2,93.6,1,2,2,122,5,At Risk
14105,239,1,224.73,1,1,3,113,5,At Risk
14107,52,6,434.86,2,4,4,244,10,Champions
14108,31,2,85.98,3,2,2,322,7,Other
14109,73,1,55.2,2,1,1,211,4,At Risk
14110,4,9,1367.9,4,4,4,444,12,Champions
14112,23,6,537.9,3,4,4,344,11,Champions
14113,4,2,106.8,4,2,2,422,8,Other
14114,274,2,53.699999999999996,1,2,1,121,4,At Risk
14116,20,5,245.32,3,4,3,343,10,Champions
14117,144,1,30.0,1,1,1,111,3,At Risk
14121,4,4,631.12,4,3,4,434,11,Champions
14124,84,1,118.08,2,1,2,212,5,At Risk
14125,11,3,443.07,4,3,4,434,11,Champions
14126,11,1,29.400000000000002,4,1,1,411,6,Other
14127,123,2,92.33999999999999,2,2,2,222,6,At Risk
14128,61,2,184.22,2,2,3,223,7,At Risk
14129,2,4,251.0,4,3,3,433,10,Champions
14130,319,1,99.25,1,1,2,112,4,At Risk
14132,2,11,757.98,4,4,4,444,12,Champions
14133,130,2,187.92,2,2,3,223,7,At Risk
14135,2,10,984.54,4,4,4,444,12,Champions
14138,2,2,327.29,4,2,3,423,9,Potential
14139,46,1,66.24000000000001,3,1,2,312,6,Other
14140,4,2,164.55,4,2,3,423,9,Potential
14141,3,3,144.60000000000002,4,3,3,433,10,Champions
14145,47,3,1128.6,3,3,4,334,10,Champions
14146,9,4,625.8199999999999,4,3,4,434,11,Champions
14147,286,1,136.0,1,1,3,113,5,At Risk
14148,234,1,127.5,1,1,2,112,4,At Risk
14149,221,1,50.39999999999999,1,1,1,111,3,At Risk
14150,36,1,54.3,3,1,1,311,5,Other
14152,75,2,114.18,2,2,2,222,6,At Risk
14154,239,2,214.7,1,2,3,123,6,At Risk
14155,266,1,35.7,1,1,1,111,3,At Risk
14157,285,1,18.97,1,1,1,111,3,At Risk
14158,40,1,115.98,3,1,2,312,6,Other
14159,20,10,819.6899999999999,3,4,4,344,11,Champions
14161,216,2,70.44,1,2,2,122,5,At Risk
14162,174,2,35.85,1,2,1,121,4,At Risk
14163,87,4,524.84,2,3,4,234,9,Other
14164,81,1,131.4,2,1,2,212,5,At Risk
14165,276,1,49.480000000000004,1,1,1,111,3,At Risk
14167,39,4,167.95,3,3,3,333,9,Potential
14171,98,1,83.57000000000001,2,1,2,212,5,At Risk
14173,11,4,53.68,4,3,1,431,8,Loyal
14174,33,1,19.05,3,1,1,311,5,Other
14175,60,3,707.59,2,3,4,234,9,Other
14176,297,3,88.0,1,3,2,132,6,Other
14177,96,2,68.3,2,2,2,222,6,At Risk
14178,9,7,342.89,4,4,4,444,12,Champions
14179,41,2,149.38,3,2,3,323,8,Potential
14180,11,19,695.35,4,4,4,444,12,Champions
14184,67,1,110.64,2,1,2,212,5,At Risk
14185,331,1,165.0,1,1,3,113,5,At Risk
14188,31,6,422.40000000000003,3,4,4,344,11,Champions
14189,2,14,987.95,4,4,4,444,12,Champions
14191,2,12,896.07,4,4,4,444,12,Champions
14193,68,2,157.2,2,2,3,223,7,At Risk
14194,5,20,2343.45,4,4,4,444,12,Champions
14195,252,1,100.80000000000001,1,1,2,112,4,At Risk
14196,107,1,244.79999999999998,2,1,3,213,6,At Risk
14198,18,3,106.75,4,3,2,432,9,Loyal
14201,60,3,94.94,2,3,2,232,7,Other
14204,2,1,45.6,4,1,1,411,6,Other
14205,17,2,113.7,4,2,2,422,8,Other
14206,239,1,57.0,1,1,1,111,3,At Risk
14208,95,1,10.5,2,1,1,211,4,At Risk
14209,121,4,119.75000000000001,2,3,2,232,7,Other
14210,106,5,397.04,2,4,4,244,10,Champions
14211,53,7,299.82,2,4,3,243,9,Other
14212,90,1,339.4,2,1,4,214,7,At Risk
14214,170,2,196.59,1,2,3,123,6,At Risk
14215,12,5,311.25,4,4,3,443,11,Champions
14216,3,4,276.86,4,3,3,433,10,Champions
14217,12,14,595.53,4,4,4,444,12,Champions
14218,43,1,54.56,3,1,1,311,5,Other
14219,4,1,4.68,4,1,1,411,6,Other
14220,247,1,92.32000000000001,1,1,2,112,4,At Risk
14221,42,7,588.79,3,4,4,344,11,Champions
14222,177,1,212.22,1,1,3,113,5,At Risk
14223,92,3,111.92,2,3,2,232,7,Other
14224,110,4,214.73,2,3,3,233,8,Other
14226,30,4,461.20000000000005,3,3,4,334,10,Champions
14227,26,7,677.88,3,4,4,344,11,Champions
14229,52,3,313.98,2,3,3,233,8,Other
14231,184,3,164.62,1,3,3,133,7,Other
14232,43,5,475.26,3,4,4,344,11,Champions
14233,49,2,174.76,3,2,3,323,8,Potential
14234,30,3,182.75,3,3,3,333,9,Potential
14235,158,4,701.48,1,3,4,134,8,Other
14236,81,1,33.839999999999996,2,1,1,211,4,At Risk
14239,43,10,507.06,3,4,4,344,11,Champions
14240,30,1,80.16,3,1,2,312,6,Other
14241,184,1,94.60000000000001,1,1,2,112,4,At Risk
14242,235,2,34.55,1,2,1,121,4,At Risk
14243,9,7,325.23,4,4,3,443,11,Champions
14245,220,2,298.72,1,2,3,123,6,At Risk
14246,111,3,233.14,2,3,3,233,8,Other
14247,278,1,21.799999999999997,1,1,1,111,3,At Risk
14248,318,1,43.379999999999995,1,1,1,111,3,At Risk
14250,7,3,365.54,4,3,4,434,11,Champions
14251,2,5,537.0,4,4,4,444,12,Champions
14256,260,1,131.55,1,1,2,112,4,At Risk
14257,123,3,358.75,2,3,4,234,9,Other
14258,90,4,2687.34,2,3,4,234,9,Other
14259,142,1,15.9,1,1,1,111,3,At Risk
14261,51,2,256.5,2,2,3,223,7,At Risk
14262,8,7,482.82,4,4,4,444,12,Champions
14264,155,1,79.7,1,1,2,112,4,At Risk
14267,163,3,311.68,1,3,3,133,7,Other
14270,332,1,111.30000000000001,1,1,2,112,4,At Risk
14271,226,1,11.9,1,1,1,111,3,At Risk
14272,74,2,86.30000000000001,2,2,2,222,6,At Risk
14273,136,2,35.099999999999994,1,2,1,121,4,At Risk
14276,99,3,212.66,2,3,3,233,8,Other
14280,197,1,20.94,1,1,1,111,3,At Risk
14282,3,14,781.22,4,4,4,444,12,Champions
14284,31,2,109.45,3,2,2,322,7,Other
14285,21,2,199.92,3,2,3,323,8,Potential
14286,24,3,1011.76,3,3,4,334,10,Champions
14287,8,2,35.400000000000006,4,2,1,421,7,Other
14288,213,1,80.7,1,1,2,112,4,At Risk
14289,9,4,178.2,4,3,3,433,10,Champions
14290,11,4,431.54,4,3,4,434,11,Champions
14291,2,7,1054.14,4,4,4,444,12,Champions
14292,8,6,793.6800000000001,4,4,4,444,12,Champions
14293,3,3,84.36,4,3,2,432,9,Loyal
14295,40,1,50.400000000000006,3,1,1,311,5,Other
14297,18,3,283.21,4,3,3,433,10,Champions
14298,8,31,8985.38,4,4,4,444,12,Champions
14299,8,7,542.56,4,4,4,444,12,Champions
14301,117,1,168.12,2,1,3,213,6,At Risk
14304,223,1,96.5,1,1,2,112,4,At Risk
14305,71,2,364.63,2,2,4,224,8,At Risk
14306,51,2,208.5,2,2,3,223,7,At Risk
14307,89,4,566.83,2,3,4,234,9,Other
14309,8,8,585.92,4,4,4,444,12,Champions
14311,243,1,96.55,1,1,2,112,4,At Risk
14312,47,6,262.53999999999996,3,4,3,343,10,Champions
14314,107,1,9.120000000000001,2,1,1,211,4,At Risk
14315,45,5,647.35,3,4,4,344,11,Champions
14317,65,1,142.38,2,1,3,213,6,At Risk
14320,333,1,93.09,1,1,2,112,4,At Risk
14321,11,5,271.92,4,4,3,443,11,Champions
14323,115,2,208.08,2,2,3,223,7,At Risk
14326,242,1,40.2,1,1,1,111,3,At Risk
14327,163,1,90.19999999999999,1,1,2,112,4,At Risk
14329,17,6,967.28,4,4,4,444,12,Champions
14331,135,1,58.379999999999995,2,1,1,211,4,At Risk
14332,23,3,84.36,3,3,2,332,8,Other
14333,68,1,29.1,2,1,1,211,4,At Risk
14334,94,6,543.76,2,4,4,244,10,Champions
14336,17,4,342.82,4,3,4,434,11,Champions
14338,196,1,59.6,1,1,2,112,4,At Risk
14339,243,1,116.1,1,1,2,112,4,At Risk
14340,219,1,65.4,1,1,2,112,4,At Risk
14341,45,6,363.03000000000003,3,4,4,344,11,Champions
14342,21,3,169.56,3,3,3,333,9,Potential
14344,127,4,52.94,2,3,1,231,6,Other
14345,39,1,32.85,3,1,1,311,5,Other
14346,121,2,274.36,2,2,3,223,7,At Risk
14348,260,1,47.7,1,1,1,111,3,At Risk
14349,10,1,25.490000000000002,4,1,1,411,6,Other
14350,274,1,31.86,1,1,1,111,3,At Risk
14351,165,1,51.0,1,1,1,111,3,At Risk
14352,235,2,236.60000000000002,1,2,3,123,6,At Risk
14353,215,1,18.9,1,1,1,111,3,At Risk
14354,6,2,48.599999999999994,4,2,1,421,7,Other
14356,80,2,138.47,2,2,3,223,7,At Risk
14357,43,1,25.25,3,1,1,311,5,Other
14359,19,3,189.3,3,3,3,333,9,Potential
14360,32,4,675.6999999999999,3,3,4,334,10,Champions
14362,22,1,36.8,3,1,1,311,5,Other
14364,135,7,1066.0,2,4,4,244,10,Champions
14367,8,15,1913.41,4,4,4,444,12,Champions
14368,320,1,17.0,1,1,1,111,3,At Risk
14371,295,1,26.099999999999998,1,1,1,111,3,At Risk
14375,185,1,87.1,1,1,2,112,4,At Risk
14377,191,2,115.85,1,2,2,122,5,At Risk
14379,44,2,80.97,3,2,2,322,7,Other
14381,52,1,40.2,2,1,1,211,4,At Risk
14382,26,1,176.65,3,1,3,313,7,Potential
14383,38,3,348.02,3,3,4,334,10,Champions
14385,9,3,71.05,4,3,2,432,9,Loyal
14386,297,1,27.900000000000002,1,1,1,111,3,At Risk
14387,33,3,368.13,3,3,4,334,10,Champions
14388,10,7,588.69,4,4,4,444,12,Champions
14389,65,2,220.10000000000002,2,2,3,223,7,At Risk
14390,10,7,917.61,4,4,4,444,12,Champions
14393,218,1,29.75,1,1,1,111,3,At Risk
14395,2,8,682.05,4,4,4,444,12,Champions
14396,65,1,110.52,2,1,2,212,5,At Risk
14397,3,13,498.98,4,4,4,444,12,Champions
14400,149,1,153.14000000000001,1,1,3,113,5,At Risk
14401,4,11,748.24,4,4,4,444,12,Champions
14403,217,2,546.81,1,2,4,124,7,At Risk
14404,34,5,205.01,3,4,3,343,10,Champions
14406,119,1,15.299999999999999,2,1,1,211,4,At Risk
14407,107,5,471.99,2,4,4,244,10,Champions
14408,11,6,589.42,4,4,4,444,12,Champions
14409,71,4,324.41,2,3,3,233,8,Other
14410,92,8,257.51,2,4,3,243,9,Other
14411,311,1,286.20000000000005,1,1,3,113,5,At Risk
14412,43,2,114.13,3,2,2,322,7,Other
14414,92,6,266.46,2,4,3,243,9,Other
14415,1,12,886.45,4,4,4,444,12,Champions
14416,42,1,36.1,3,1,1,311,5,Other
14418,4,3,499.59000000000003,4,3,4,434,11,Champions
14419,11,5,170.87,4,4,3,443,11,Champions
14420,99,1,48.36,2,1,1,211,4,At Risk
14421,57,2,197.37,2,2,3,223,7,At Risk
14422,1,6,829.72,4,4,4,444,12,Champions
14426,24,8,1046.6200000000001,3,4,4,344,11,Champions
14427,64,1,99.58,2,1,2,212,5,At Risk
14428,7,5,218.89,4,4,3,443,11,Champions
14431,303,1,43.2,1,1,1,111,3,At Risk
14432,10,6,515.1800000000001,4,4,4,444,12,Champions
14434,38,1,69.6,3,1,2,312,6,Other
14436,99,1,9.48,2,1,1,211,4,At Risk
14438,306,1,47.5,1,1,1,111,3,At Risk
14440,8,4,412.74,4,3,4,434,11,Champions
14441,1,4,466.64,4,3,4,434,11,Champions
14443,54,3,314.27,2,3,3,233,8,Other
14446,1,4,266.84000000000003,4,3,3,433,10,Champions
14447,19,5,344.0,3,4,4,344,11,Champions
14449,19,3,158.56,3,3,3,333,9,Potential
14450,181,3,80.55,1,3,2,132,6,Other
14451,60,2,94.84,2,2,2,222,6,At Risk
14452,11,2,35.91,4,2,1,421,7,Other
14453,190,1,34.43,1,1,1,111,3,At Risk
14456,5,9,636.66,4,4,4,444,12,Champions
14459,155,1,227.60000000000002,1,1,3,113,5,At Risk
14461,148,3,340.42,1,3,4,134,8,Other
14462,66,8,309.34000000000003,2,4,3,243,9,Other
14463,205,1,76.32000000000001,1,1,2,112,4,At Risk
